GeneSymbol	cohort1_rep1	cohort1_rep2	cohort2_rep1	cohort2_rep2
CDK7P1	15	29	19	22
RPLP0P7	0	0	0	0
GPD2	1187	1531	3092	3232
TRG-GCC2-2	0	0	0	0
TRA-CGC3-1	0	0	0	0
FLJ46875	43	59	88	95
NR4A2	81	110	214	203
HEBP2P1	0	4	0	1
LINC01876	37	50	13	14
RNU6-546P	0	0	0	0
MTCYBP9	0	0	0	0
MTND6P9	0	0	0	0
MTND5P30	0	0	0	0
MTND4P28	0	0	0	0
ATP5F1AP2	18	33	58	64
MTND2P20	0	0	0	0
MTCO1P45	0	0	0	0
RNU6-1001P	0	0	0	0
CBX3P6	0	0	0	0
KCNJ3	32	33	0	2
RNA5SP107	0	0	0	0
LOC100144595	0	0	0	0
PHBP4	1	0	1	0
GALNT13	0	0	38	40
DNAJA1P2	0	0	0	0
RPRM	7	8	0	0
TUBAP13	0	0	0	0
RPL23AP29	0	0	0	0
ATP5PBP4	0	0	0	0
UBQLN4P2	0	0	0	0
ARL6IP6	255	357	265	307
PRPF40A	2121	2727	3332	3477
NUDCP1	3	2	6	5
FMNL2	108	116	588	670
RPL30P2	0	0	0	0
STAM2	668	825	719	868
CACNB4	2	5	502	517
ARL5A	850	1062	1218	1399
NEB	404	563	65	63
RIF1	2103	2551	3286	3408
RN7SL124P	0	0	0	0
MIR4773-2	0	0	0	0
MIR4773-1	0	0	0	0
TNFAIP6	0	0	0	0
LOC101929319	0	0	0	0
NMI	79	109	63	89
RBM43	118	176	53	34
FABP5P10	0	0	0	0
LINC02612	0	0	0	0
LINC01920	0	0	0	0
RND3	113	158	962	895
TRE-CTC9-1	0	0	0	0
LINC01817	0	0	0	0
LINC01931	0	0	0	0
RNU6-601P	0	0	0	0
MMADHC-DT	1	2	1	1
MMADHC	1170	1518	1921	2132
RPL17P13	0	0	0	0
MIR9899	0	0	0	0
LYPD6	99	143	36	30
FAM8A3P	0	0	0	0
TXNP5	13	10	11	8
LYPD6B	37	51	11	14
USP8P2	4	4	6	9
RPS20P13	0	0	0	0
UBBP3	0	0	0	0
RNU2-9P	0	0	0	0
EPC2	681	834	792	835
RPS29P8	0	0	0	0
LOC641381	0	0	0	0
USP12P2	0	0	0	0
MBD5	231	321	566	641
ORC4	652	804	807	912
RNU6-1275P	0	1	0	0
ACVR2A	238	360	355	381
RPL26P14	0	0	0	0
RNA5SP106	0	0	0	0
RNU6-715P	0	0	0	0
RNU6-692P	0	0	0	0
LOC100420430	0	0	0	0
PABPC1P2	0	1	0	0
OTX2P2	0	0	0	0
RPL17P12	0	0	0	0
RNU7-2P	0	0	0	0
METAP2P1	0	1	0	1
RPL6P5	0	0	0	0
SGCEP1	0	0	0	0
TEX41	0	1	0	0
LOC105373656	0	0	0	0
LINC01412	0	0	0	0
ZEB2-AS1	0	0	0	0
ZEB2	0	0	0	0
GTDC1	198	209	203	197
LOC101928386	0	0	0	0
ARHGAP15	0	0	0	0
MTCO2P5	0	0	0	0
MTATP6P5	0	0	0	0
MTCO3P5	0	0	0	0
MTND3P9	0	0	0	0
MTND4P22	0	0	0	0
MTND5P24	0	0	0	0
MTND6P11	0	0	0	0
MTCYBP11	0	0	0	0
SFXN4P1	0	0	0	0
STIP1P1	4	0	0	0
KYNU	483	642	25	28
RRN3P4	0	0	0	0
UBE2V1P14	0	0	0	0
RPS16P3	0	0	0	0
RNU6-904P	0	0	0	0
LRRC57P1	0	0	0	0
COPRSP1	7	7	0	5
MIR7157	0	0	0	0
LRP1B	1	2	184	178
MTND1P27	0	0	0	0
MTND2P19	0	0	0	0
MTCO1P44	0	0	0	0
RN7SL283P	0	0	0	0
RPL9P13	0	0	0	0
MRPS18BP2	0	0	0	1
AHCYP4	4	6	6	7
YY1P2	1	0	1	0
RN7SKP286	0	0	0	0
NXPH2	1	2	0	0
SPOPL	1793	2170	1332	1427
RNF14P1	6	7	0	0
IDI1P1	0	0	1	0
YWHAEP5	19	26	23	20
RPL15P5	1	0	1	2
LINC01832	0	0	0	0
HNMT	32	50	748	812
LOC101928273	0	0	0	0
RNA5SP105	0	0	0	0
THSD7B	0	1	0	0
SMC4P1	0	0	0	0
RN7SKP141	0	0	0	0
UBBP1	15	13	10	6
HNRNPKP2	31	30	28	31
CXCR4	46	66	4	4
DARS1-AS1	4	4	4	9
DARS1	1043	1329	1842	1908
MANEALP1	0	0	0	1
MCM6	1066	1286	2847	2959
LCT-AS1	0	0	0	0
LCT	2	1	1	3
UBXN4	1759	2254	3404	3570
LOC107985946	0	2	1	1
MIR128-1	1	0	0	0
RNU6-512P	0	0	0	0
R3HDM1	621	758	1281	1472
G3BP1P1	8	15	2	1
ZRANB3	151	163	176	181
SNORA40B	0	0	1	0
RAB3GAP1	902	1121	1732	1785
MAP3K19	0	0	0	0
CCNT2	583	724	1050	1089
CCNT2-AS1	23	28	22	21
MIR5590	0	0	0	0
ACMSD	0	0	0	0
LOC100526840	0	0	0	0
VDAC2P4	0	0	0	0
TMEM163	6	4	7	4
EDDM3CP	0	0	0	0
RNA5SP104	0	0	0	0
MIR3679	0	0	0	0
MGAT5	945	1157	2190	2327
RN7SKP93	0	0	0	0
RN7SKP154	0	1	0	0
RNU6-579P	0	0	0	0
NCKAP5-AS2	4	2	0	0
NCKAP5-AS1	0	0	0	0
NCKAP5	198	263	47	44
LYPD1	97	109	603	641
RN7SKP103	1	0	2	1
YBX1P7	0	0	0	0
MIR9986	0	0	0	1
GPR39	41	34	157	206
RNU6-175P	0	0	0	0
FAM201B	11	9	10	13
ZNF806	0	0	0	0
RNA28SP	0	0	0	1
CDC27P1	8	5	11	11
MIR663B	46	47	153	145
LOC110467533	0	4	2	1
RNA5-8SP5	0	0	0	0
RNU6-1132P	0	0	0	0
ANKRD30BL	1	1	1	1
VN1R19P	0	0	0	0
LOC730076	0	0	0	0
LINC01945	0	0	0	0
LOC100859919	5	3	5	5
LOC647996	0	1	0	0
CDRT15P3	0	0	0	0
CDRT15P4	0	0	0	0
LOC100419921	4	3	1	0
TOMM40P4	24	33	21	14
NBEAP2	282	357	346	314
C2orf27A	61	80	98	84
GRAMD4P8	0	1	0	1
LINC01087	26	30	0	5
RNU6-617P	0	0	0	0
POTEKP	40	52	12	7
MED15P4	1	0	0	0
CCDC74A	18	10	19	12
SMPD4BP	109	162	232	262
MIR4784	2	3	2	2
MZT2A	215	252	394	503
TUBA3D	4	11	1	1
RHOQP2	1	1	23	21
NOC2LP2	18	17	19	13
GNAQP1	23	36	36	34
LINC01120	0	0	0	0
MED15P3	0	0	0	0
MTND1P26	0	0	0	0
NMTRQ-TTG9-1	0	0	0	0
MTND2P18	0	0	0	0
MTCO1P18	0	0	0	0
NMTRS-TGA2-1	0	0	0	0
MTCO2P18	0	0	0	0
MTATP6P4	0	0	0	0
MTCO3P18	0	0	0	0
MTND3P18	0	0	0	0
MTND4LP28	0	0	0	0
MTND4P21	0	0	0	0
MTND5P23	0	0	0	0
MTND6P10	0	0	0	0
MTCYBP10	0	0	0	0
RAB6D	117	119	87	101
SSBP3P2	1	1	2	2
LOC100420006	1	0	0	0
ARHGAP42P1	0	0	6	2
KLF2P4	0	0	0	0
FAR2P4	2	5	0	0
CYP4F31P	3	2	0	0
LOC440910	6	1	1	0
RNU6-127P	0	0	0	0
POTEE	54	73	0	1
MED15P8	1	0	0	0
NF1P8	1	0	0	2
NEK2P4	3	3	5	4
PLEKHB2	801	1016	2407	2732
FAM168B	1914	2302	3825	4013
ARHGEF4	32	53	56	71
CYCSP8	0	0	0	0
AMER3	0	0	0	0
GPR148	0	0	0	0
KLF2P3	0	0	0	0
FAR2P3	0	2	1	0
CYP4F30P	1	0	0	0
RNU6-848P	0	0	0	0
POTEJ	0	1	0	0
CFC1	0	0	0	0
PRSS40A	0	0	0	0
PRSS40B	0	0	0	0
CFC1B	0	0	0	0
RNU6-473P	0	0	0	0
POTEI	12	10	4	5
CYP4F62P	0	0	0	0
KLF2P2	1	0	0	0
FAR2P2	0	1	0	0
PTPN18	478	642	818	838
IMP4	852	1053	1056	1130
CCDC115	340	413	257	308
TRE-TTC1-1	0	0	0	0
TEKT4P3	0	0	0	0
RPL19P4	11	5	8	10
MTCYBP8	0	0	0	0
MTND6P8	0	0	0	0
MTND5P29	0	0	0	0
MTND4P27	0	0	0	0
MTND4LP15	0	0	0	0
MTND3P15	0	0	0	0
MTATP6P7	0	0	0	0
MTCO2P7	0	0	0	0
MTCO1P7	0	0	0	0
MTND2P22	0	0	0	0
NMTRQ-TTG7-1	0	0	0	0
MTND1P29	0	0	0	0
MED15P5	0	0	0	0
NOC2LP1	197	252	132	151
RHOQP3	4	4	61	83
TUBA3E	2	4	0	0
MZT2B	939	1093	775	869
SMPD4	535	641	701	757
CCDC74B	8	6	4	7
MED15P9	0	0	0	0
RNU6-1049P	2	0	0	0
POTEF	64	87	1	4
CYP4F27P	0	1	0	0
KLF2P1	0	0	0	0
FAR2P1	72	104	0	0
LOC646674	2	0	2	4
LOC100422513	0	0	0	0
RAB6C	34	37	5	6
RAB6C-AS1	4	3	8	2
RPL22P7	1	3	2	2
LINC01856	0	0	0	0
PLAC9P1	1	0	0	0
LINC02572	0	0	0	1
PPIAP65	0	1	1	0
LINC01854	0	0	0	0
LOC101927881	5	1	0	0
ISCA1P6	23	30	37	32
RNA5SP103	0	0	0	0
HS6ST1	450	499	626	667
RPL21P34	0	0	0	0
RPL14P6	0	0	0	0
DYNLT3P2	0	1	0	0
SRMP3	0	0	0	0
UGGT1	1531	1994	3238	3369
SAP130	605	778	817	891
LOC100288192	0	0	0	0
AMMECR1L	687	826	1158	1161
LOC107985803	20	29	15	25
RPS26P19	0	0	0	0
RNU6-395P	0	0	0	0
POLR2D	672	920	1000	1118
ZFP91P1	5	13	11	23
RNY4P7	1	3	0	0
SFT2D3	254	316	413	411
WDR33	922	1216	1510	1546
GPR17	0	0	0	0
LIMS2	1	0	0	0
LOC105373609	0	0	1	0
MYO7B	1	2	0	0
IWS1	770	910	1011	1023
RNU4-48P	0	0	0	0
MIR4783	0	0	0	0
PROC	1	0	0	0
RNU6-1147P	0	0	0	0
MAP3K2	1570	2002	1786	1879
ERCC3	649	870	1268	1380
WBP11P2	1	0	0	0
CYP27C1	0	0	0	1
NIFKP9	0	0	0	0
BIN1	2	5	17	17
RNU7-182P	0	0	0	0
TEX51	0	0	0	0
RNU6-675P	0	0	0	0
GYPC	0	0	0	0
YWHAZP2	106	107	202	182
SLC6A14P3	0	0	0	0
LINC01941	0	0	0	0
RNU6-259P	0	0	0	0
RNA5SP102	0	0	0	0
MTND5P22	0	0	0	0
CNTNAP5	0	3	0	0
LOC107985820	0	0	0	0
RN7SKP102	0	0	0	0
PSMD14P1	0	0	0	0
ELOAP1	0	0	0	0
LINC01826	0	0	0	0
TSN	1417	1766	1915	1991
NIFK	773	1011	982	1049
NPM1P32	7	10	7	6
RPL12P15	1	0	1	0
NIFK-AS1	81	118	41	38
RNU4ATAC	8	7	5	7
CLASP1	954	1243	1571	1576
RPS17P7	0	0	0	0
TFCP2L1	1	1	0	0
GLI2	1	0	10	12
LINC01101	0	0	0	0
INHBB	2631	3166	1284	1455
RALB	898	1031	1070	1075
TMEM185B	1259	1512	1052	1129
MTND5P28	0	0	1	0
MTND4P26	0	0	0	0
MTND3P10	0	0	0	0
MTCO3P43	0	0	0	0
MTATP6P26	0	0	0	0
EPB41L5	2138	2836	979	1001
RPL27P7	1	1	0	0
PTPN4	406	503	645	632
RPL17P15	0	0	1	3
TMEM177	171	227	164	164
CFAP221	2	2	1	4
SCTR-AS1	0	0	0	0
SCTR	0	0	0	1
TMEM37	14	10	3	8
DBI	835	1122	1416	1501
C2orf76	113	167	88	75
STEAP3-AS1	0	0	3	1
STEAP3	611	719	1308	1415
RN7SL468P	1	4	4	2
C1QL2	0	0	0	0
MARCO	0	0	0	0
EN1	0	0	0	0
LOC101927709	0	0	0	0
THORLNC	1	0	7	9
INSIG2	315	385	465	458
RN7SL111P	0	0	0	0
CCDC93	388	463	774	841
HTR5BP	1	0	2	0
LOC107985939	4	6	5	6
DDX18	2037	2487	2248	2462
RNU7-190P	0	0	0	0
MTCO1P43	0	0	0	0
MTND2P21	0	0	0	0
MTND1P28	0	0	0	0
NMTRL-TAA2-1	0	0	0	0
LOC100533709	0	0	0	0
MTCYBP39	0	0	0	0
RPSAP23	0	0	0	0
DPP10-AS1	0	0	0	0
DPP10-AS3	0	0	0	0
DPP10	0	0	0	0
RNU2-41P	0	0	0	0
SEPHS1P7	0	0	0	0
LOC100499194	0	0	0	0
LINC01191	2	0	2	2
ACTR3	1817	2262	4908	5166
ACTR3-AS1	0	2	0	3
MIR4782	0	0	0	0
SLC35F5	2072	2582	2534	2759
RNU6-744P	0	0	0	0
ACRP1	0	0	0	0
SNRPA1P1	2	3	6	6
RABL2A	26	35	31	29
RPL23AP7	37	53	6	16
DDX11L2	31	22	1	1
WASH2P	29	31	17	28
MIR1302-3	0	0	0	0
FAM138B	0	0	0	0
PGM5P4	0	1	0	0
PGM5P4-AS1	0	0	0	0
FOXD4L1	13	7	3	1
CBWD2	210	257	145	131
PAX8-AS1	169	188	365	349
PAX8	29	30	33	38
PSD4	1488	1951	1683	1815
IL1RN	19	27	1	0
RNU6-1180P	0	0	0	0
IL1F10	0	0	0	0
IL36RN	0	0	1	1
IL36B	0	0	0	0
IL36A	0	0	0	0
POLR2DP1	1	0	0	0
HMGN2P23	0	0	0	0
IL36G	0	0	0	0
CDK8P2	1	0	0	0
IL37	0	0	0	0
XIAPP3	1	4	1	1
IL1B	0	0	0	0
IL1A	0	0	0	0
CKAP2L	54	69	162	168
NT5DC4	0	0	0	0
SLC20A1	785	888	1830	1974
FLJ42351	2	3	3	1
RPS20P11	0	3	2	1
CHCHD5	322	379	256	261
POLR1B	1254	1572	1359	1404
LOC105373562	2	0	1	2
TTL	641	826	991	1045
RGPD8	12	20	15	10
LOC100418696	0	0	0	0
NDUFB4P6	0	0	0	0
ZC3H6	603	761	478	473
ZC3H8	329	414	455	477
FBLN7	3	1	0	5
TMEM87B	870	1087	971	1060
SLC30A6P1	0	0	0	0
RTRAFP1	16	37	26	30
RN7SL297P	1	0	0	1
MERTK	75	77	27	24
EEF1E1P1	25	19	5	4
MIR4771-2	0	0	0	0
ANAPC1	517	655	488	505
CENPNP2	0	0	0	0
RPL34P8	0	0	0	0
DBF4P2	0	0	0	0
PAFAH1B1P2	7	8	11	15
MIR4435-2	1	1	0	0
RPS14P4	3	1	0	0
MIR4435-2HG	136	183	164	177
BCL2L11	453	608	1091	1222
ACOXL-AS1	3	2	4	2
RPL5P9	17	29	55	46
ACOXL	0	0	0	0
SNORD132	0	0	0	0
BUB1	227	280	369	364
RPL22P12	0	1	0	0
LOC105373553	0	0	0	0
RGPD6	2	4	9	1
LIMS4	11	16	34	33
LOC100288570	0	0	0	0
GPAA1P2	0	1	0	0
ZBTB45P2	0	0	0	0
LINC01106	14	22	2	6
LOC442041	15	21	0	3
MIR4436B2	0	0	0	0
LOC100507334	0	0	0	0
MTLN	164	199	233	221
ACTR1AP1	0	0	0	0
NPHP1	9	15	28	23
MIR4436B1	0	0	0	0
MALL	0	0	120	153
MIR4267	0	1	0	0
LOC645135	5	6	1	1
LINC01123	19	13	4	5
ZBTB45P1	0	0	0	0
GPAA1P1	0	0	0	0
LOC440895	0	0	0	0
LIMS3	0	0	2	3
LIMS3-LOC440895	0	0	0	0
RGPD5	2	14	21	1
RPL22P11	1	2	7	4
BMS1P19	0	0	0	0
SOWAHC	418	529	1131	1211
RPL37P12	0	0	0	0
SEPTIN10	360	449	829	819
MIR4266	0	0	0	0
SNRPGP9	0	0	0	0
MIR4265	0	0	0	0
SH3RF3	1	1	0	0
SH3RF3-AS1	1	0	0	0
EDAR	0	0	0	0
RPL39P16	3	3	2	3
CCDC138	125	146	189	208
RANBP2	2159	2751	3452	3544
RPL10P5	0	3	0	0
LIMS1-AS1	0	0	0	0
LIMS1	524	697	1414	1542
GCC2-AS1	4	4	3	2
GCC2	584	708	1096	1103
SMIM12P1	0	0	0	0
SULT1C4	0	0	0	0
GMCL1P2	0	0	0	0
SULT1C2P1	0	0	0	0
SULT1C2P2	0	0	0	0
SULT1C2	0	0	0	0
WASF1P1	0	0	0	0
SULT1C3	0	0	0	0
SETD6P1	0	0	0	0
LINC01594	0	0	0	0
ACTP1	0	0	0	0
LINC01593	0	0	0	0
SLC5A7	0	0	0	0
RPL22P8	0	0	1	1
RGPD4	0	0	0	1
RGPD4-AS1	0	0	0	0
GACAT1	0	0	0	0
LINC01886	0	0	0	0
PPP1R2P5	0	0	0	1
ST6GAL2	1	3	0	0
EEF1A1P12	17	22	27	35
CD8B2	0	0	0	0
RGPD3	8	12	20	19
PLGLA	1	0	0	2
ANAPC1P6	0	0	0	0
RPL27AP4	0	0	0	0
RPS21P2	0	0	0	0
RPL22P10	0	0	0	0
UXS1	262	307	1194	1262
ECRG4	0	0	0	0
NCK2	265	298	886	1022
LOC285000	0	0	0	0
FHL2	538	669	843	813
C2orf49	431	501	514	619
TGFBRAP1	667	828	832	944
GPR45	0	0	0	0
LINC01918	2	1	3	7
MRPS9-AS1	0	0	0	0
MRPS9	380	488	644	658
MRPS9-AS2	1	0	0	0
LINC01159	0	0	4	0
POU3F3	9	22	0	0
PANTR1	0	1	0	0
HMGB3P11	0	0	0	0
LINC01114	0	0	0	0
RPL23AP27	0	0	0	0
LINC01103	0	0	0	0
LINC01102	0	1	0	0
LINC01831	0	0	0	0
AHCYP3	0	0	0	0
LOC100287010	0	0	0	0
CAPZBP1	0	0	0	0
LOC100631243	0	0	0	0
CRLF3P1	0	0	0	0
LINC01935	0	0	0	0
LINC01796	0	0	0	0
TMEM182	49	73	53	43
MFSD9	155	207	251	257
SLC9A2	519	653	384	419
SLC9A4	0	0	0	1
MIR4772	0	0	0	0
IL18RAP	0	0	0	0
SDR42E1P5	0	0	0	0
IL18R1	0	0	3	3
IL1RL1	0	0	0	0
IL1RL2	0	0	0	0
IL1R1	40	49	37	33
IL1R2	0	0	0	0
LINC01127	1	2	1	0
MAP4K4	975	1215	1602	1746
PRCPP1	0	0	0	0
RPS6P3	0	0	0	0
RFX8	0	0	0	0
CREG2	1	3	0	1
MIR5696	0	0	0	0
RNF149	454	582	439	450
SNORD89	3	13	7	4
CNOT11	752	914	870	981
TBC1D8-AS1	18	17	15	18
LOC100420429	0	1	3	3
TBC1D8	113	154	426	432
RPL31	4418	5309	8908	9974
NPAS2-AS1	0	0	0	0
NPAS2	16	14	1009	1101
NANOGNBP1	0	0	0	0
LINC01849	0	0	0	0
HMGN2P22	0	0	0	0
PDCL3	260	349	288	327
ARPP19P2	1	1	4	2
NMS	0	0	0	0
RALBP1P2	11	9	27	31
CHST10	107	122	265	285
CYCSP7	0	0	0	0
LONRF2	663	805	1626	1770
LINC01104	0	0	0	0
AFF3	1460	1898	19	21
REV1	348	494	677	827
EIF5B	1812	2386	3555	3933
TXNDC9	410	446	765	761
LYG1	1	0	5	2
LYG2	0	0	0	0
MRPL30	816	1009	2237	2340
MITD1	125	133	354	327
LIPT1	50	74	91	106
C2orf15	111	146	327	331
SMC3P1	23	32	25	33
TSGA10	66	110	104	134
RNU7-46P	0	0	0	0
CRACDL	64	83	94	85
RNU4-84P	0	0	0	0
LINC02611	1	0	1	0
YWHAQP5	3	0	1	3
MGAT4A	934	1182	1064	1168
UNC50	255	323	497	479
COA5	210	263	488	583
INPP4A	405	458	776	718
CNGA3	0	0	0	0
ATP5F1BP1	0	0	0	0
VWA3B	0	1	0	0
RNU7-96P	0	0	0	1
HMGN1P36	130	166	186	205
TMEM131	1388	1714	2396	2627
ZAP70	0	1	2	6
C2orf92	18	8	11	8
RNU4-8P	0	0	0	0
ACTR1B	878	1068	988	1110
COX5B	1322	1598	2784	2821
UBTFL6	0	0	0	0
ANKRD36B	49	52	35	50
IGKV2OR2-8	0	0	0	0
IGKV2OR2-7D	0	0	0	0
UBE3AP1	0	0	0	0
IGKV2OR2-7	0	0	0	0
IGKV2OR2-10	0	0	0	0
LOC100506076	0	0	0	0
ANKRD36	146	188	114	114
RN7SL313P	0	0	0	0
FAHD2B	12	10	9	7
GPAT2P2	0	0	0	0
IGKV2OR2-2	0	0	0	0
TRIM43CP	0	0	0	0
LOC100421288	0	0	0	0
LOC100420569	0	0	0	0
RNA5SP101	0	0	1	0
LOC101927053	0	0	0	0
FAM178B	24	25	0	1
SEMA4C	1986	2367	1039	1084
ANKRD39	207	237	151	148
ANKRD23	61	82	49	62
CNNM3	737	930	558	616
CNNM3-DT	8	13	6	2
MIR3127	0	0	0	0
CNNM4	631	716	731	826
LMAN2L	142	170	233	236
FER1L5	0	0	0	0
KANSL3	675	760	799	831
ARID5A	47	55	139	151
LOC105373496	0	0	0	0
NEURL3	0	0	0	0
NCAPH	115	193	508	541
ITPRIPL1	0	1	0	0
SNRNP200	7322	8962	8255	9019
CIAO1	996	1202	1705	1756
TMEM127	924	1125	1646	1771
SNORA112	1	0	1	0
STARD7-AS1	50	55	46	42
STARD7	2558	3108	3787	3997
DUSP2	130	150	91	94
ASTL	3	6	1	2
ADRA2B	3	3	1	3
GPAT2	0	0	0	0
FAHD2CP	12	14	14	10
RN7SL210P	0	0	0	0
ANKRD36C	93	127	68	66
LINC00342	26	26	30	19
GPAT2P1	0	0	0	0
UBTFL3	0	0	0	0
LOC100421292	0	0	0	0
LOC100421548	0	0	0	0
TRIM43	0	1	0	0
TRIM51JP	0	0	0	0
TRE-CTC13-1	0	2	0	0
OR7E102P	2	1	0	0
LOC100419920	14	14	0	0
TRIM64FP	0	0	0	0
TRIM43B	0	0	0	0
LOC100421287	0	0	0	0
UBTFL5	0	0	0	0
FAHD2A	73	96	86	89
FABP7P2	0	0	0	0
KCNIP3	28	45	6	10
PROM2	941	1070	204	242
LOC344065	9	14	11	11
SLC2AXP1	0	0	0	0
LOC100287523	0	0	0	0
ZNF2	98	116	73	107
ZNF514	199	235	175	202
MRPS5	529	658	788	837
MAL	0	1	0	0
RN7SL575P	13	10	7	9
IGKV1OR2-2	0	0	0	0
CHEK2P3	0	0	0	0
ACTR3BP2	0	0	0	0
SLC9B1P2	0	0	0	0
PABPC1P6	0	0	0	0
ABCD1P5	0	0	0	0
GGT8P	0	0	0	0
KMT5AP2	12	16	24	28
LOC100289350	0	2	1	1
NKAIN1P2	0	0	0	0
LOC101927050	0	0	0	0
DRD5P1	0	0	0	0
RNA5SP100	0	0	0	0
LSP1P4	12	17	3	2
LOC388996	0	0	0	0
IGKV1OR2-118	0	0	0	0
IGKV3D-7	0	0	0	0
IGKV1D-8	0	0	0	0
IGKV1D-43	0	0	0	0
IGKV1D-42	0	0	0	0
IGKV2D-10	0	0	0	0
IGKV3D-11	0	0	0	0
IGKV1D-12	0	0	0	0
IGKV1D-13	0	0	0	0
IGKV2D-14	0	0	0	0
IGKV3D-15	0	0	0	0
IGKV1D-16	0	0	0	0
IGKV1D-17	0	0	0	0
IGKV6D-41	0	0	0	0
IGKV2D-18	0	0	0	0
IGKV2D-19	0	0	0	0
IGKV3D-20	0	0	0	0
IGKV6D-21	0	0	0	0
IGKV1D-22	0	0	0	0
IGKV2D-23	0	0	0	0
IGKV2D-24	0	0	0	0
IGKV3D-25	0	0	0	0
IGKV2D-26	0	0	0	0
IGKV1D-27	0	0	0	0
IGKV2D-28	0	0	0	0
IGKV2D-29	0	0	0	0
IGKV2D-30	0	0	0	0
IGKV3D-31	0	0	0	0
IGKV1D-32	0	0	0	0
IGKV1D-33	0	0	0	0
IGKV3D-34	0	0	0	0
IGKV1D-35	0	0	0	0
IGKV2D-36	0	0	0	0
IGKV1D-37	0	0	0	0
IGKV2D-38	0	0	0	0
IGKV1D-39	0	0	0	0
IGKV2D-40	0	0	0	0
IGKV2-40	0	0	0	0
IGKV1-39	0	0	0	0
IGKV2-38	0	0	0	0
IGKV1-37	0	0	0	0
IGKV2-36	0	0	0	0
IGKV1-35	0	0	0	0
IGKV3-34	0	0	0	0
IGKV1-33	0	0	0	0
IGKV1-32	0	0	0	0
IGKV3-31	0	0	0	0
IGKV2-30	0	0	0	0
IGKV2-29	0	0	0	0
IGKV2-28	0	0	0	0
IGKV1-27	0	0	0	0
IGKV2-26	0	0	0	0
IGKV3-25	0	0	0	0
IGKV2-24	0	0	0	0
IGKV2-23	0	0	0	0
IGKV1-22	0	0	0	0
IGKV6-21	0	0	0	0
IGKV3-20	0	0	0	0
IGKV2-19	0	0	0	0
IGKV2-18	0	0	0	0
IGKV1-17	0	0	0	0
IGKV1-16	0	0	0	0
IGKV3-15	0	0	0	0
IGKV2-14	0	0	0	0
IGKV1-13	0	0	0	0
IGKV1-12	0	0	0	0
IGKV3-11	0	0	0	0
IGKV2-10	0	0	0	0
IGKV1-9	0	0	0	0
IGKV1-8	0	0	0	0
IGKV3-7	0	0	0	0
IGKV1-6	0	0	0	0
IGKV1-5	0	0	0	0
IGKV2-4	0	0	0	0
PGBD4P5	0	0	0	0
IGKV7-3	0	0	0	0
IGKV5-2	0	0	0	0
IGKV4-1	0	0	0	0
IGKJ1	0	0	0	0
IGKJ2	0	0	0	0
IGKJ3	0	0	0	0
IGKJ4	0	0	0	0
IGKJ5	0	0	0	0
IGKC	0	0	0	0
IGK	2	5	1	2
IGKDEL	0	0	0	0
LOC100132330	0	0	0	0
MIR4436A	0	0	0	0
ANKRD36BP2	3	2	3	0
RPIA	390	461	305	318
EIF2AK3-DT	19	15	15	12
EIF2AK3	306	395	652	697
LOC101928371	0	2	0	2
TEX37	1	1	0	0
FOXI3	15	21	7	18
RNU6-1007P	0	0	0	0
RNU6-1168P	0	0	0	0
MRPL45P1	0	0	0	0
RNY4P15	0	0	0	0
THNSL2	146	208	169	184
FABP1	0	0	0	0
MIR4780	0	0	0	0
SMYD1	0	0	0	0
KRCC1	373	504	526	512
RNU2-63P	0	6	4	2
LOC100419917	0	0	0	0
ANAPC1P5	0	0	0	0
WBP1P2	0	0	0	0
NDUFB4P7	0	0	0	0
MTATP6P28	10	9	4	7
MTATP8P2	0	0	0	0
RGPD2	14	15	22	18
PLGLB2	1	2	0	1
ANAPC1P4	5	4	5	7
RPS14P5	0	0	2	0
MIR4435-1	0	0	0	0
PAFAH1B1P1	7	4	8	35
CYTOR	68	78	146	164
LOC100652743	0	0	0	0
DBF4P3	0	0	0	0
CENPNP1	0	0	0	0
MIR4771-1	0	0	0	0
ANAPC1P3	0	0	0	0
TRP-AGG4-1	0	0	0	0
ANAPC1P2	38	44	61	67
PLGLB1	5	6	1	7
NDUFB4P5	0	0	0	0
WBP1P1	9	11	19	14
RGPD1	0	0	0	0
ANAPC1P1	0	0	0	0
CD8B	0	0	0	0
CD8A	46	67	30	26
RMND5A	2384	2993	2128	2221
RNF103	503	615	912	1013
RNU6-640P	0	0	0	0
CHMP3	1	5	5	1
RNF103-CHMP3	0	0	0	0
KDM3A	629	775	1054	1115
REEP1	512	630	39	32
MRPL35	570	736	629	588
MIR4779	0	0	0	0
IMMT	1112	1338	2138	2305
SNORD94	6	10	6	10
PTCD3	884	1201	1265	1399
POLR1A	1491	1695	1975	2104
ST3GAL5-AS1	0	0	1	1
ST3GAL5	55	54	332	334
RN7SKP83	0	0	0	0
LOC284950	0	0	0	0
MIR6071	0	0	1	0
ATOH8	0	1	37	42
RNU1-38P	0	0	0	0
GNLY	0	0	0	0
GPR160P1	0	0	0	0
SFTPB	0	0	0	0
C2orf68	506	578	503	571
USP39	947	1119	1285	1313
TMEM150A	220	214	198	180
RNF181	555	683	707	727
VAMP5	71	95	46	55
VAMP8	1396	1693	777	809
RN7SL126P	1	1	0	4
GGCX	614	776	616	689
MAT2A	8089	10333	4870	5051
PARTICL	119	147	29	28
RPSAP22	0	0	0	0
